# ENTITIES
entity_name,source_id,graph_data
Hope,Geralt,chunk-0fe398329082c340a9c1119345418204,"{'weight': 8.0, 'description': 'Geralt discusses hope as a fundamental concept, indicating its importance in their shared understanding of life.', 'keywords': 'philosophy, renewal', 'source_id': 'chunk-0fe398329082c340a9c1119345418204'}"
Hops,Field,chunk-1e1f4217ecf59c7c310a3725251244b3,"{'weight': 9.0, 'description': 'Hops are grown in the Field, showcasing the agricultural efforts in Lower Posada.', 'keywords': 'crop cultivation, agriculture', 'source_id': 'chunk-1e1f4217ecf59c7c310a3725251244b3'}"
Hops,Hemp,chunk-545ce2612a2d2c0877b950c18aa6e197,"{'weight': 8.0, 'description': 'Both Hemp and Hops have similar magical properties, influencing spells in the area, thus they are mentioned together.', 'keywords': 'plant properties, magical interaction', 'source_id': 'chunk-545ce2612a2d2c0877b950c18aa6e197'}"
Horned Aurochs,The Old Woman,chunk-252b563470262e488f0d2a511974927e,"{'weight': 9.0, 'description': 'The old woman references the horned aurochs while reciting from the Book of Monsters, indicating her deep lore knowledge."")', 'keywords': 'folklore reference, knowledge', 'source_id': 'chunk-252b563470262e488f0d2a511974927e'}"
Hornwort,The Cave,chunk-184e0dc515423a3d5a490e9c9225ea42,"{'weight': 7.0, 'description': 'Hornwort is an aquatic plant found within the cave, serving an essential ecological role in the environment.', 'keywords': 'ecosystem balance, aquatic life', 'source_id': 'chunk-184e0dc515423a3d5a490e9c9225ea42'}"
Horsemen,Foltest,chunk-28354fab258dc97723d8515e8d74c58e,"{'weight': 8.0, 'description': 'Foltest sends horsemen to look for sorcerers, indicating a direct action taken to resolve the issue with the Striga.', 'keywords': 'action, search for help', 'source_id': 'chunk-28354fab258dc97723d8515e8d74c58e'}"
Horsemen,Sorcerers,chunk-28354fab258dc97723d8515e8d74c58e,"{'weight': 7.0, 'description': ""The horsemen are looking for sorcerers as part of Foltest's strategy to combat the Striga."", 'keywords': 'search for aid, magical practitioners', 'source_id': 'chunk-28354fab258dc97723d8515e8d74c58e'}"
Horsemen,Velerad,chunk-28354fab258dc97723d8515e8d74c58e,"{'weight': 6.0, 'description': ""Velerad's advice about dealing with the Striga may relate to the horsemen's actions or warnings regarding seeking help."", 'keywords': 'guidance, strategic advice', 'source_id': 'chunk-28354fab258dc97723d8515e8d74c58e'}"
Horses,Cart,chunk-381afa15a6f595bcfca99c8a81ed8ab6,"{'weight': 8.0, 'description': 'The horses are used to pull the cart, highlighting their role in transportation and travel.', 'keywords': 'transportation, animal labor', 'source_id': 'chunk-381afa15a6f595bcfca99c8a81ed8ab6'}"
Horses,Dandilion,chunk-381afa15a6f595bcfca99c8a81ed8ab6,"{'weight': 5.0, 'description': 'Dandilion comments on the horses, emphasizing their role in the journey and humorously addressing their position.', 'keywords': 'humor, animal companionship', 'source_id': 'chunk-381afa15a6f595bcfca99c8a81ed8ab6'}"
Horses,Nivellen,chunk-c8b9b5759c6ad96ac1176868bf0e9491,"{'weight': 6.0, 'description': 'Nivellen mentions the horses used for escape after the robbery, highlighting their role in fleeing from the scene of the crime.', 'keywords': 'means of escape, crime narrative', 'source_id': 'chunk-c8b9b5759c6ad96ac1176868bf0e9491'}"
Hourglass,Adda,chunk-97a15bd1d991eef63c29349247c86230,"{'weight': 7.0, 'description': 'Adda lays the hourglass next to the corpse, suggesting the hourglass may have significance in relation to time and death.', 'keywords': 'symbolism, death', 'source_id': 'chunk-97a15bd1d991eef63c29349247c86230'}"
Hourglass,Geralt,chunk-3f32ff0c51c85282b10610aef4f43db7,"{'weight': 6.0, 'description': 'The hourglass reflects the time Geralt has spent in sleep, which is critical for understanding his state of alertness and readiness.', 'keywords': 'time, alertness', 'source_id': 'chunk-3f32ff0c51c85282b10610aef4f43db7'}"
House,Dandilion,chunk-0397e9f9a74b56d10be97f13c063be8d,"{'weight': 18.0, 'description': 'Dandilion fears the explosion of the house and believes it caused death, showing his concern for safety.', 'keywords': 'fear, destruction impact', 'source_id': 'chunk-0397e9f9a74b56d10be97f13c063be8d'}"
House,Errdil,chunk-0397e9f9a74b56d10be97f13c063be8d,"{'weight': 12.0, 'description': 'Errdil expresses rapture at the destruction of the house caused by the djinn, indicating a sense of beauty in ruin.', 'keywords': 'destruction appreciation, contrasting views', 'source_id': 'chunk-0397e9f9a74b56d10be97f13c063be8d'}"
House,Nivellen,chunk-876005955b4af541039c52b5f6b55054,"{'weight': 9.0, 'description': 'Nivellen attributes his magical abilities to the House, which serves as a source of his comfort and powers.', 'keywords': 'magic, residence', 'source_id': 'chunk-876005955b4af541039c52b5f6b55054'}"
House,The Monster,chunk-a7ddce04d5a9921d987ceef41f37b98c,"{'weight': 14.0, 'description': 'The Monster claims dominion over the House, illustrating the power dynamic present in their interaction.', 'keywords': 'dominance, territory', 'source_id': 'chunk-a7ddce04d5a9921d987ceef41f37b98c'}"
House,Town Hall,chunk-0397e9f9a74b56d10be97f13c063be8d,"{'weight': 8.0, 'description': ""The House and Town Hall are both significant structures in the town that were impacted by the Djinn's actions."", 'keywords': 'destruction, impact on community', 'source_id': 'chunk-0397e9f9a74b56d10be97f13c063be8d'}"
Huldra's Sanctuary,Incantation,chunk-15d3be241ab363f5e562993ccdc5d475,"{'weight': 7.0, 'description': ""The incantation is suggested to have originated from Huldra's Sanctuary, linking it to a specific geographical and cultural context in the story."", 'keywords': 'cultural context, lore', 'source_id': 'chunk-15d3be241ab363f5e562993ccdc5d475'}"
Huldra's Sanctuary,Yennefer,chunk-15d3be241ab363f5e562993ccdc5d475,"{'weight': 9.0, 'description': ""Yennefer discusses incantations learned from a priestess from Huldra's Sanctuary, indicating its importance in her background."", 'keywords': 'sorcery, lore', 'source_id': 'chunk-15d3be241ab363f5e562993ccdc5d475'}"
Human Beings,Dragons,chunk-b80535e4b2ceef8b1c13931aa0648a50,"{'weight': 9.0, 'description': 'Human Beings’ encroachment led to battles against Dragons, representing the historical conflict and struggle for control over the land.', 'keywords': 'historical conflict, coexistence', 'source_id': 'chunk-b80535e4b2ceef8b1c13931aa0648a50'}"
Human Race,Filavandrel,chunk-b2954ad8be4aa9b205e610cafd1f2447<SEP>chunk-a948c24ace5298da7535c23af01de015,"{'weight': 16.0, 'description': ""Filavandrel expresses anger towards the human race's dominance and their treatment of other races, illuminating the ideological conflict between them.<SEP>Filavandrel's actions and thoughts reflect the challenges faced by the human race, hinting at broader concerns about survival and cohabitation."", 'keywords': 'ideological conflict, racial tension<SEP>survival, cohabitation', 'source_id': 'chunk-b2954ad8be4aa9b205e610cafd1f2447<SEP>chunk-a948c24ace5298da7535c23af01de015'}"
Human Race,Geralt,chunk-a948c24ace5298da7535c23af01de015,"{'weight': 9.0, 'description': ""Geralt's emissions of frustration and confrontational stance reflect the tension underscored by the human race's supremacy and the effects of this on inter-racial relations."", 'keywords': 'racial tension, human supremacy', 'source_id': 'chunk-a948c24ace5298da7535c23af01de015'}"
Humans,Filavandrel Aen Fidhail,chunk-15956b1c7f94c80e48b650d85539f7f0,"{'weight': 9.0, 'description': 'Filavandrel expresses resentment towards humans for their role in displacing and oppressing the elven population.', 'keywords': 'cultural conflict, oppression', 'source_id': 'chunk-15956b1c7f94c80e48b650d85539f7f0'}"
Humans,Forest,chunk-15956b1c7f94c80e48b650d85539f7f0,"{'weight': 8.0, 'description': 'The encroachment of humans in the Forest symbolizes the broader conflict between human expansionism and elven conservation.', 'keywords': 'environmental conflict, expansion', 'source_id': 'chunk-15956b1c7f94c80e48b650d85539f7f0'}"
Humus Containers,Nenneke,chunk-0a8ff3f447b28d7de63bf3682c1a5d95,"{'weight': 7.0, 'description': 'Nenneke carefully disposes of rotted stalks in the humus containers, illustrating her role in recycling organic matter for the garden.', 'keywords': 'eco-friendly practices, recycling', 'source_id': 'chunk-0a8ff3f447b28d7de63bf3682c1a5d95'}"
Hunter,Geralt,chunk-e0a691bc00e425a1f6d26e08e7d53707,"{'weight': 9.0, 'description': ""Geralt's identity as a hunter is a fundamental aspect of his character, defining his actions and motivations throughout the stories."", 'keywords': 'character profession, narrative role', 'source_id': 'chunk-e0a691bc00e425a1f6d26e08e7d53707'}"
Hunting Trophies,Fireplace,chunk-6d6bf4bd059cd90adcdddb84756b92e8,"{'weight': 8.0, 'description': ""The trophies displayed are accentuated by the fireplace setting, creating an atmosphere of triumph and history within Nivellen's home."", 'keywords': 'setting, ambiance', 'source_id': 'chunk-6d6bf4bd059cd90adcdddb84756b92e8'}"
Hunting Trophies,Nivellen,chunk-6d6bf4bd059cd90adcdddb84756b92e8,"{'weight': 9.0, 'description': ""Nivellen's hunting trophies illustrate his success and experiences as a formidable hunter, contributing to his character background."", 'keywords': 'achievements, monster ethos', 'source_id': 'chunk-6d6bf4bd059cd90adcdddb84756b92e8'}"
Huntsman,Renfri,chunk-be389a19e1bf9e0f3260131445a960de,"{'weight': 10.0, 'description': 'The Huntsman showed pity to Renfri during a critical moment, impacting her fate and survival.', 'keywords': 'mercy, survival', 'source_id': 'chunk-be389a19e1bf9e0f3260131445a960de'}"
Hysterical Woman,Innkeeper,chunk-aca808dc0709a8f80588ce318aa1f502,"{'weight': 6.0, 'description': 'The Innkeeper and the Hysterical Woman are both responding to the chaos, showing the emotional toll on bystanders.', 'keywords': 'shared panic, emotional response', 'source_id': 'chunk-aca808dc0709a8f80588ce318aa1f502'}"
Idi,Kovir,chunk-ab56102b55d71b51062df675f39ea473,"{'weight': 8.0, 'description': ""Idi's refusal to pay the narrator leads to their prompt departure from Kovir, indicating a direct consequence of his actions."", 'keywords': 'authority, consequence', 'source_id': 'chunk-ab56102b55d71b51062df675f39ea473'}"
Idyllic Landscape,Bird Life,chunk-2613259c4b7190a75915b09026fd5f01,"{'weight': 9.0, 'description': 'The existence of rich bird life adds to the beauty of the idyllic landscape, illustrating a thriving ecosystem within the setting.', 'keywords': 'biodiversity, ecological richness', 'source_id': 'chunk-2613259c4b7190a75915b09026fd5f01'}"
Idyllic Landscape,The Forest,chunk-2613259c4b7190a75915b09026fd5f01,"{'weight': 9.0, 'description': ""The contrast between the forest's darkness and the beauty of the landscape signifies the duality of nature and the journey through it."", 'keywords': ""nature's duality, contrast"", 'source_id': 'chunk-2613259c4b7190a75915b09026fd5f01'}"
Ilka,Nivellen,chunk-95b7e3a0e4f6c48fe59c46cd81fe6b17,"{'weight': 12.0, 'description': ""Nivellen's relationships followed a pattern similar to that with Ilka, whom he remembers in a reflective manner after Primula.<SEP>Nivellen’s relationship with Ilka followed a similar pattern to that of Primula, indicating his recurring romantic struggles."", 'keywords': 'repeated patterns, romantic history<SEP>repeating patterns, romantic history', 'source_id': 'chunk-95b7e3a0e4f6c48fe59c46cd81fe6b17'}"
Ilyocoris,Witcher,chunk-afbaa5f925e32dfcfbb452d0f7772e4a,"{'weight': 8.0, 'description': 'Ilyocoris represents a significant threat level that Witchers must be prepared to face in their adventures.', 'keywords': 'significant threats, preparation', 'source_id': 'chunk-afbaa5f925e32dfcfbb452d0f7772e4a'}"
Imps,Alderman,chunk-ae68134675ba43988b6ac7249dca19a6,"{'weight': 4.0, 'description': 'The Alderman refers to imps in a light-hearted manner, indicating an acceptance of local folklore in communication.', 'keywords': 'folklore, local culture', 'source_id': 'chunk-ae68134675ba43988b6ac7249dca19a6'}"
Imps,Cottages,chunk-d1851f07a65be628cd189e4a52ae7671,"{'weight': 8.0, 'description': 'Imps are creatures causing mischief within the community setting, negatively affecting daily life in the cottages.', 'keywords': 'disruption, local fauna', 'source_id': 'chunk-d1851f07a65be628cd189e4a52ae7671'}"
Incantation,Geralt,chunk-15d3be241ab363f5e562993ccdc5d475<SEP>chunk-3f32ff0c51c85282b10610aef4f43db7<SEP>chunk-aab98673d0922e13ea3102efb18e4e46<SEP>chunk-81294f72ca80e8660cf7ae69a105ed2c,"{'weight': 31.0, 'description': ""Geralt murmurs an incantation while preparing to confront the danger in the crypt, indicating a use of magic in his actions.<SEP>Geralt whispers an incantation as he interacts with Roach, showcasing his magical abilities as a witcher.<SEP>Geralt's incantation represents a mystical preparation step in his ritual before heading into battle, illustrating his expertise and knowledge.<SEP>Geralt questions the significance of the incantation and its implications, indicating his curiosity and skepticism regarding magical practices."", 'keywords': 'curiosity, skepticism<SEP>magic, preparation<SEP>magic, witcher abilities<SEP>ritualistic preparation, magic', 'source_id': 'chunk-15d3be241ab363f5e562993ccdc5d475<SEP>chunk-3f32ff0c51c85282b10610aef4f43db7<SEP>chunk-aab98673d0922e13ea3102efb18e4e46<SEP>chunk-81294f72ca80e8660cf7ae69a105ed2c'}"
Incantation,Huldra's Sanctuary,chunk-15d3be241ab363f5e562993ccdc5d475,"{'weight': 7.0, 'description': ""The incantation is suggested to have originated from Huldra's Sanctuary, linking it to a specific geographical and cultural context in the story."", 'keywords': 'cultural context, lore', 'source_id': 'chunk-15d3be241ab363f5e562993ccdc5d475'}"
Incantation,Yennefer,chunk-15d3be241ab363f5e562993ccdc5d475<SEP>chunk-127827362710390f393dd29855837a88,"{'weight': 18.0, 'description': 'Yennefer implies that the supposed incantation is not truly magical, indicating a deeper understanding of magic and its perception.<SEP>Yennefer recites an incantation while interacting with Geralt, demonstrating her magical abilities and the intimacy of their encounter.', 'keywords': 'magic perception, understanding<SEP>magic, intimacy', 'source_id': 'chunk-15d3be241ab363f5e562993ccdc5d475<SEP>chunk-127827362710390f393dd29855837a88'}"
Incestuous Kings,Geralt,chunk-dc7ba71e7e327604256ab9b2a5912f73,"{'weight': 8.0, 'description': ""Geralt's encounters with incestuous kings highlight the moral dilemmas he faces as a guardian of the innocent."", 'keywords': 'moral conflict, character struggle', 'source_id': 'chunk-dc7ba71e7e327604256ab9b2a5912f73'}"
Infertility,Sorcress Law,chunk-1c09b60dc90b7e252f02884bb54e6734,"{'weight': 9.0, 'description': 'The limitations derived from sorceress law contribute to Yennefer’s infertility, showing the interconnectedness of magical attributes and personal consequences.', 'keywords': 'law, magical consequence', 'source_id': 'chunk-1c09b60dc90b7e252f02884bb54e6734'}"
Infertility,Yennefer,chunk-1c09b60dc90b7e252f02884bb54e6734,"{'weight': 10.0, 'description': ""Yennefer's inability to conceive children is a major aspect of her personal struggles as a sorceress and influences her actions."", 'keywords': 'personal struggle, reproductive health', 'source_id': 'chunk-1c09b60dc90b7e252f02884bb54e6734'}"
Inn,Bar Fight,chunk-c48fa02d8d426545197f43db2af03044,"{'weight': 8.0, 'description': 'The Bar Fight occurs within the confines of the Inn, serving as the setting for this violent event.', 'keywords': 'location, event', 'source_id': 'chunk-c48fa02d8d426545197f43db2af03044'}"
Inn,Villagers,chunk-d375d43da99ca86ceaef7d41e4725157,"{'weight': 8.0, 'description': 'The Inn serves as a communal space where villagers gather, emphasizing local interactions and social gatherings.', 'keywords': 'social hub, communal interactions', 'source_id': 'chunk-d375d43da99ca86ceaef7d41e4725157'}"
